pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender
1,1,1,"Cherry, Miss. Gladys",30,0,0,110152,86.5,B77,S,8, ,"London, England",1
1,1,2,"Chevre, Mr. Paul Romaine",45,0,0,PC 17594,29.7,A9,C,7, ,"Paris, France",0
1,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)", ,0,1,113505,55,E33,S,6, ,"St Leonards-on-Sea, England Ohio",1
3,1,2,"Chip, Mr. Chang",32,0,0,1601,56.4958, ,S,C, ,"Hong Kong New York, NY",0
1,0,2,"Chisholm, Mr. Roderick Robert Crispin", ,0,0,112051,0, ,S, , ,"Liverpool, England / Belfast",0
3,0,1,"Christmann, Mr. Emil",29,0,0,343276,8.05, ,S, , , ,0
2,1,1,"Christy, Miss. Julie Rachel",25,1,1,237789,30, ,S,12, ,London,1
2,1,1,"Christy, Mrs. (Alice Frances)",45,0,2,237789,30, ,S,12, ,London,1
3,0,2,"Chronopoulos, Mr. Apostolos",26,1,0,2680,14.4542, ,C, , ,Greece,0
3,0,2,"Chronopoulos, Mr. Demetrios",18,1,0,2680,14.4542, ,C, , ,Greece,0
1,0,0,"Clark, Mr. Walter Miller",27,1,0,13508,136.7792,C89,C, , ,"Los Angeles, CA",0
1,1,0,"Clark, Mrs. Walter Miller (Virginia McDowell)",26,1,0,13508,136.7792,C89,C,4, ,"Los Angeles, CA",1
2,0,1,"Clarke, Mr. Charles Valentine",29,1,0,2003,26, ,S, , ,"England / San Francisco, CA",0
2,1,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28,1,0,2003,26, ,S,14, ,"England / San Francisco, CA",1
1,1,1,"Cleaver, Miss. Alice",22,0,0,113781,151.55, ,S,11, , ,1
1,0,0,"Clifford, Mr. George Quincy", ,0,0,110465,52,A14,S, , ,"Stoughton, MA",0
3,0,2,"Coelho, Mr. Domingos Fernandeo",20,0,0,SOTON/O.Q. 3101307,7.05, ,S, , ,Portugal,0
3,1,1,"Cohen, Mr. Gurshon ""Gus""",18,0,0,A/5 3540,8.05, ,S,12, ,"London Brooklyn, NY",0
3,0,2,"Colbert, Mr. Patrick",24,0,0,371109,7.25, ,Q, , ,"Co Limerick, Ireland Sherbrooke, PQ",0
3,0,2,"Coleff, Mr. Peju",36,0,0,349210,7.4958, ,S, , ,"Bulgaria Chicago, IL",0
3,0,2,"Coleff, Mr. Satio",24,0,0,349209,7.4958, ,S, , , ,0
2,0,1,"Coleridge, Mr. Reginald Charles",29,0,0,W./C. 14263,10.5, ,S, , ,"Hartford, Huntingdonshire",0
2,0,2,"Collander, Mr. Erik Gustaf",28,0,0,248740,13, ,S, , ,"Helsinki, Finland Ashtabula, Ohio",0
2,1,1,"Collett, Mr. Sidney C Stuart",24,0,0,28034,10.5, ,S,9, ,"London / Fort Byron, NY",0
1,0,2,"Colley, Mr. Edward Pomeroy",47,0,0,5727,25.5875,E58,S, , ,"Victoria, BC",0
2,1,1,"Collyer, Miss. Marjorie ""Lottie""",8,0,2,C.A. 31921,26.25, ,S,14, ,"Bishopstoke, Hants / Fayette Valley, ID",1
2,0,1,"Collyer, Mr. Harvey",31,1,1,C.A. 31921,26.25, ,S, , ,"Bishopstoke, Hants / Fayette Valley, ID",0
2,1,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31,1,1,C.A. 31921,26.25, ,S,14, ,"Bishopstoke, Hants / Fayette Valley, ID",1
1,1,0,"Compton, Miss. Sara Rebecca",39,1,1,PC 17756,83.1583,E49,C,14, ,"Lakewood, NJ",1
1,0,0,"Compton, Mr. Alexander Taylor Jr",37,1,1,PC 17756,83.1583,E52,C, , ,"Lakewood, NJ",0
1,1,0,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",64,0,2,PC 17756,83.1583,E45,C,14, ,"Lakewood, NJ",1
3,0,0,"Conlon, Mr. Thomas Henry",31,0,0,21332,7.7333, ,Q, , ,"Philadelphia, PA",0
3,0,2,"Connaghton, Mr. Michael",31,0,0,335097,7.75, ,Q, , ,"Ireland Brooklyn, NY",0
3,1,2,"Connolly, Miss. Kate",22,0,0,370373,7.75, ,Q,13, ,Ireland,1
3,0,2,"Connolly, Miss. Kate",30,0,0,330972,7.6292, ,Q, , ,Ireland,1
3,0,2,"Connors, Mr. Patrick",70.5,0,0,370369,7.75, ,Q, ,171, ,0
3,0,2,"Cook, Mr. Jacob",43,0,0,A/5 3536,8.05, ,S, , , ,0
2,1,2,"Cook, Mrs. (Selena Rogers)",22,0,0,W./C. 14266,10.5,F33,S,14, ,Pennsylvania,1
3,0,2,"Cor, Mr. Bartol",35,0,0,349230,7.8958, ,S, , ,Austria,0
3,0,2,"Cor, Mr. Ivan",27,0,0,349229,7.8958, ,S, , ,Austria,0
3,0,2,"Cor, Mr. Liudevit",19,0,0,349231,7.8958, ,S, , ,Austria,0
2,0,0,"Corbett, Mrs. Walter H (Irene Colvin)",30,0,0,237249,13, ,S, , ,"Provo, UT",1
2,0,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)", ,0,0,F.C.C. 13534,21, ,S, , ,"Upper Burma, India Pittsburgh, PA",1
3,0,1,"Corn, Mr. Harry",30,0,0,SOTON/OQ 392090,8.05, ,S, , ,London,0
1,1,0,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",55,2,0,11770,25.7,C101,S,2, ,"New York, NY",1
2,0,1,"Cotterill, Mr. Henry ""Harry""",21,0,0,29107,11.5, ,S, , ,"Penzance, Cornwall / Akron, OH",0
3,1,1,"Coutts, Master. Eden Leslie ""Neville""",9,1,1,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY",0
3,1,1,"Coutts, Master. William Loch ""William""",3,1,1,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY",0
3,1,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",36,0,2,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY",1
3,0,1,"Coxon, Mr. Daniel",59,0,0,364500,7.25, ,S, , ,"Merrill, WI",0
1,0,0,"Crafton, Mr. John Bertram", ,0,0,113791,26.55, ,S, , ,"Roachdale, IN",0
3,0,1,"Crease, Mr. Ernest James",19,0,0,S.P. 3464,8.1583, ,S, , ,"Bristol, England Cleveland, OH",0
3,1,1,"Cribb, Miss. Laura Alice",17,0,1,371362,16.1, ,S,12, ,"Bournemouth, England Newark, NJ",1
3,0,1,"Cribb, Mr. John Hatfield",44,0,1,371362,16.1, ,S, , ,"Bournemouth, England Newark, NJ",0
1,0,0,"Crosby, Capt. Edward Gifford",70,1,1,WE/P 5735,71,B22,S, ,269,"Milwaukee, WI",0
1,1,2,"Crosby, Miss. Harriet R",36,0,2,WE/P 5735,71,B22,S,7, ,"Milwaukee, WI",1
1,1,0,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",64,1,1,112901,26.55,B26,S,7, ,"Milwaukee, WI",1
3,0,2,"Culumovic, Mr. Jeso",17,0,0,315090,8.6625, ,S, , ,Austria-Hungary,0
1,0,0,"Cumings, Mr. John Bradley",39,1,0,PC 17599,71.2833,C85,C, , ,"New York, NY",0
1,1,0,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",38,1,0,PC 17599,71.2833,C85,C,4, ,"New York, NY",1
2,0,2,"Cunningham, Mr. Alfred Fleming", ,0,0,239853,0, ,S, , ,Belfast,0
3,0,2,"Daher, Mr. Shedid",22.5,0,0,2698,7.225, ,C, ,9, ,0
3,1,2,"Dahl, Mr. Karl Edwart",45,0,0,7598,8.05, ,S,15, ,"Australia Fingal, ND",0
3,0,2,"Dahlberg, Miss. Gerda Ulrika",22,0,0,7552,10.5167, ,S, , ,"Norrlot, Sweden Chicago, IL",1
3,0,2,"Dakic, Mr. Branko",19,0,0,349228,10.1708, ,S, , ,Austria,0
3,1,2,"Daly, Miss. Margaret Marcella ""Maggie""",30,0,0,382650,6.95, ,Q,15, ,"Co Athlone, Ireland New York, NY",1
3,1,2,"Daly, Mr. Eugene Patrick",29,0,0,382651,7.75, ,Q,13 15 B, ,"Co Athlone, Ireland New York, NY",0
1,1,2,"Daly, Mr. Peter Denis",51,0,0,113055,26.55,E17,S,5 9, ,"Lima, Peru",0
3,0,2,"Danbom, Master. Gilbert Sigvard Emanuel",.3333,0,2,347080,14.4, ,S, , ,"Stanton, IA",0
3,0,2,"Danbom, Mr. Ernst Gilbert",34,1,1,347080,14.4, ,S, ,197,"Stanton, IA",0
3,0,2,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28,1,1,347080,14.4, ,S, , ,"Stanton, IA",1
1,1,2,"Daniel, Mr. Robert Williams",27,0,0,113804,30.5, ,S,3, ,"Philadelphia, PA",0
1,1,2,"Daniels, Miss. Sarah",33,0,0,113781,151.55, ,S,8, , ,1
3,0,2,"Danoff, Mr. Yoto",27,0,0,349219,7.8958, ,S, , ,"Bulgaria Chicago, IL",0
3,0,2,"Dantcheff, Mr. Ristiu",25,0,0,349203,7.8958, ,S, , ,"Bulgaria Chicago, IL",0
1,0,2,"Davidson, Mr. Thornton",31,1,0,F.C. 12750,52,B71,S, , ,"Montreal, PQ",0
1,1,2,"Davidson, Mrs. Thornton (Orian Hays)",27,1,2,F.C. 12750,52,B71,S,3, ,"Montreal, PQ",1
2,1,1,"Davies, Master. John Morgan Jr",8,1,1,C.A. 33112,36.75, ,S,14, ,"St Ives, Cornwall / Hancock, MI",0
3,0,1,"Davies, Mr. Alfred J",24,2,0,A/4 48871,24.15, ,S, , ,"West Bromwich, England Pontiac, MI",0
2,0,1,"Davies, Mr. Charles Henry",18,0,0,S.O.C. 14879,73.5, ,S, , ,"Lyndhurst, England",0
3,0,2,"Davies, Mr. Evan",22,0,0,SC/A4 23568,8.05, ,S, , , ,0
3,0,1,"Davies, Mr. John Samuel",21,2,0,A/4 48871,24.15, ,S, , ,"West Bromwich, England Pontiac, MI",0
3,0,1,"Davies, Mr. Joseph",17,2,0,A/4 48873,8.05, ,S, , ,"West Bromwich, England Pontiac, MI",0
2,1,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",48,0,2,C.A. 33112,36.75, ,S,14, ,"St Ives, Cornwall / Hancock, MI",1
2,1,1,"Davis, Miss. Mary",28,0,0,237668,13, ,S,13, ,"London / Staten Island, NY",1
3,0,1,"Davison, Mr. Thomas Henry", ,1,0,386525,16.1, ,S, , ,"Liverpool, England Bedford, OH",0
3,1,1,"Davison, Mrs. Thomas Henry (Mary E Finck)", ,1,0,386525,16.1, ,S,16, ,"Liverpool, England Bedford, OH",1
2,0,2,"de Brito, Mr. Jose Joaquim",32,0,0,244360,13, ,S, , ,"Portugal / Sau Paulo, Brazil",0
3,1,0,"de Messemaeker, Mr. Guillaume Joseph",36.5,1,0,345572,17.4, ,S,15, ,"Tampico, MT",0
3,1,0,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36,1,0,345572,17.4, ,S,13, ,"Tampico, MT",1
3,1,2,"de Mulder, Mr. Theodore",30,0,0,345774,9.5, ,S,11, ,"Belgium Detroit, MI",0
3,0,2,"de Pelsmaeker, Mr. Alfons",16,0,0,345778,9.5, ,S, , , ,0
2,0,1,"Deacon, Mr. Percy William",17,0,0,S.O.C. 14879,73.5, ,S, , , ,0
3,1,1,"Dean, Master. Bertram Vere",1,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS",0
3,1,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",.1667,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS",1
3,0,1,"Dean, Mr. Bertram Frank",26,1,2,C.A. 2315,20.575, ,S, , ,"Devon, England Wichita, KS",0
3,1,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",33,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS",1
2,0,2,"del Carlo, Mr. Sebastiano",29,1,0,SC/PARIS 2167,27.7208, ,C, ,295,"Lucca, Italy / California",0
2,1,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",24,1,0,SC/PARIS 2167,27.7208, ,C,12, ,"Lucca, Italy / California",1
3,0,2,"Delalic, Mr. Redjo",25,0,0,349250,7.8958, ,S, , , ,0
3,0,2,"Demetri, Mr. Marinko", ,0,0,349238,7.8958, ,S, , , ,0
2,0,2,"Denbury, Mr. Herbert",25,0,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ",0
3,0,2,"Denkoff, Mr. Mitto", ,0,0,349225,7.8958, ,S, , ,"Bulgaria Coon Rapids, IA",0
3,0,1,"Dennis, Mr. Samuel",22,0,0,A/5 21172,7.25, ,S, , , ,0
3,0,1,"Dennis, Mr. William",36,0,0,A/5 21175,7.25, ,S, , , ,0
3,1,2,"Devaney, Miss. Margaret Delia",19,0,0,330958,7.8792, ,Q,C, ,"Kilmacowen, Co Sligo, Ireland New York, NY",1
2,0,1,"Dibden, Mr. William",18,0,0,S.O.C. 14879,73.5, ,S, , ,"New Forest, England",0
1,1,2,"Dick, Mr. Albert Adrian",31,1,0,17474,57,B20,S,3, ,"Calgary, AB",0
1,1,0,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17,1,0,17474,57,B20,S,3, ,"Calgary, AB",1
3,0,2,"Dika, Mr. Mirko",17,0,0,349232,7.8958, ,S, , , ,0
3,0,2,"Dimic, Mr. Jovan",42,0,0,315088,8.6625, ,S, , , ,0
3,0,2,"Dintcheff, Mr. Valtcho",43,0,0,349226,7.8958, ,S, , , ,0
1,1,0,"Dodge, Dr. Washington",53,1,1,33638,81.8583,A34,S,13, ,"San Francisco, CA",0
1,1,0,"Dodge, Master. Washington",4,0,2,33638,81.8583,A34,S,5, ,"San Francisco, CA",0
1,1,0,"Dodge, Mrs. Washington (Ruth Vidaver)",54,1,1,33638,81.8583,A34,S,5, ,"San Francisco, CA",1
3,0,2,"Doharr, Mr. Tannous", ,0,0,2686,7.2292, ,C, , , ,0
2,1,1,"Doling, Miss. Elsie",18,0,1,231919,23, ,S, , ,Southampton,1
2,1,1,"Doling, Mrs. John T (Ada Julia Bone)",34,0,1,231919,23, ,S, , ,Southampton,1
3,0,2,"Dooley, Mr. Patrick",32,0,0,370376,7.75, ,Q, , ,"Ireland New York, NY",0
3,1,1,"Dorking, Mr. Edward Arthur",19,0,0,A/5. 10482,8.05, ,S,B, ,"England Oglesby, IL",0
1,0,0,"Douglas, Mr. Walter Donald",50,1,0,PC 17761,106.425,C86,C, ,62,"Deephaven, MN / Cedar Rapids, IA",0
1,1,2,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",27,1,1,PC 17558,247.5208,B58 B60,C,6, ,"Montreal, PQ",1
1,1,0,"Douglas, Mrs. Walter Donald (Mahala Dutton)",48,1,0,PC 17761,106.425,C86,C,2, ,"Deephaven, MN / Cedar Rapids, IA",1
3,1,0,"Dowdell, Miss. Elizabeth",30,0,0,364516,12.475, ,S,13, ,"Union Hill, NJ",1
2,0,2,"Downton, Mr. William James",54,0,0,28403,26, ,S, , ,"Holley, NY",0
3,0,2,"Doyle, Miss. Elizabeth",24,0,0,368702,7.75, ,Q, , ,"Ireland New York, NY",1
3,1,2,"Drapkin, Miss. Jennie",23,0,0,SOTON/OQ 392083,8.05, ,S, , ,"London New York, NY",1
3,0,2,"Drazenoic, Mr. Jozef",33,0,0,349241,7.8958, ,C, ,51,"Austria Niagara Falls, NY",0
2,1,0,"Drew, Master. Marshall Brines",8,0,2,28220,32.5, ,S,10, ,"Greenport, NY",0
2,0,0,"Drew, Mr. James Vivian",42,1,1,28220,32.5, ,S, , ,"Greenport, NY",0
2,1,0,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34,1,1,28220,32.5, ,S,10, ,"Greenport, NY",1
3,0,2,"Duane, Mr. Frank",65,0,0,336439,7.75, ,Q, , , ,0
1,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48,1,0,11755,39.6,A16,C,1, ,London / Paris,1
1,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49,1,0,PC 17485,56.9292,A20,C,1, ,London / Paris,0
1,0,0,"Dulles, Mr. William Crothers",39,0,0,PC 17580,29.7,A18,C, ,133,"Philadelphia, PA",0
3,1,2,"Duquemin, Mr. Joseph",24,0,0,S.O./P.P. 752,7.55, ,S,D, ,"England Albion, NY",0
2,1,2,"Duran y More, Miss. Asuncion",27,1,0,SC/PARIS 2149,13.8583, ,C,12, ,"Barcelona, Spain / Havana, Cuba",1
2,1,2,"Duran y More, Miss. Florentina",30,1,0,SC/PARIS 2148,13.8583, ,C,12, ,"Barcelona, Spain / Havana, Cuba",1
3,0,0,"Dyker, Mr. Adolf Fredrik",23,1,0,347072,13.9, ,S, , ,"West Haven, CT",0
3,1,0,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",22,1,0,347072,13.9, ,S,16, ,"West Haven, CT",1
1,1,0,"Earnshaw, Mrs. Boulton (Olive Potter)",23,0,1,11767,83.1583,C54,C,7, ,"Mt Airy, Philadelphia, PA",1
3,0,2,"Edvardsson, Mr. Gustaf Hjalmar",18,0,0,349912,7.775, ,S, , ,"Tofta, Sweden Joliet, IL",0
2,0,1,"Eitemiller, Mr. George Floyd",23,0,0,29751,13, ,S, , ,"England / Detroit, MI",0
3,0,2,"Eklund, Mr. Hans Linus",16,0,0,347074,7.775, ,S, , ,"Karberg, Sweden Jerome Junction, AZ",0
3,0,2,"Ekstrom, Mr. Johan",45,0,0,347061,6.975, ,S, , ,"Effington Rut, SD",0
3,0,2,"Elias, Mr. Dibo", ,0,0,2674,7.225, ,C, , , ,0
3,0,2,"Elias, Mr. Joseph",39,0,2,2675,7.2292, ,C, , ,"Syria Ottawa, ON",0
3,0,2,"Elias, Mr. Joseph Jr",17,1,1,2690,7.2292, ,C, , , ,0
3,0,2,"Elias, Mr. Tannous",15,1,1,2695,7.2292, ,C, , ,Syria,0
3,0,1,"Elsbury, Mr. William James",47,0,0,A/5 3902,7.25, ,S, , ,"Illinois, USA",0
3,1,0,"Emanuel, Miss. Virginia Ethel",5,0,0,364516,12.475, ,S,13, ,"New York, NY",1
3,0,2,"Emir, Mr. Farred Chehab", ,0,0,2631,7.225, ,C, , , ,0
2,0,2,"Enander, Mr. Ingvar",21,0,0,236854,13, ,S, , ,"Goteborg, Sweden / Rockford, IL",0
1,1,2,"Endres, Miss. Caroline Louise",38,0,0,PC 17757,227.525,C45,C,4, ,"New York, NY",1
1,1,0,"Eustis, Miss. Elizabeth Mussey",54,1,0,36947,78.2667,D20,C,4, ,"Brookline, MA",1
1,0,0,"Evans, Miss. Edith Corse",36,0,0,PC 17531,31.6792,A29,C, , ,"New York, NY",1
3,0,1,"Everett, Mr. Thomas James",40.5,0,0,C.A. 6212,15.1, ,S, ,187, ,0
2,0,2,"Fahlstrom, Mr. Arne Jonas",18,0,0,236171,13, ,S, , ,"Oslo, Norway Bayonne, NJ",0
3,0,2,"Farrell, Mr. James",40.5,0,0,367232,7.75, ,Q, ,68,"Aughnacliff, Co Longford, Ireland New York, NY",0
1,0,2,"Farthing, Mr. John", ,0,0,PC 17483,221.7792,C95,S, , , ,0
2,0,1,"Faunthorpe, Mr. Harry",40,1,0,2926,26, ,S, ,286,"England / Philadelphia, PA",0
2,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",29,1,0,2926,26, ,S,16, , ,1
2,0,1,"Fillbrook, Mr. Joseph Charles",18,0,0,C.A. 15185,10.5, ,S, , ,"Cornwall / Houghton, MI",0
3,1,2,"Finoli, Mr. Luigi", ,0,0,SOTON/O.Q. 3101308,7.05, ,S,15, ,"Italy Philadelphia, PA",0
3,0,2,"Fischer, Mr. Eberhard Thelander",18,0,0,350036,7.7958, ,S, , , ,0
1,1,0,"Flegenheim, Mrs. Alfred (Antoinette)", ,0,0,PC 17598,31.6833, ,S,7, ,"New York, NY",1
3,0,2,"Fleming, Miss. Honora", ,0,0,364859,7.75, ,Q, , , ,1
1,1,2,"Fleming, Miss. Margaret", ,0,0,17421,110.8833, ,C,4, , ,1
3,0,2,"Flynn, Mr. James", ,0,0,364851,7.75, ,Q, , , ,0
3,0,2,"Flynn, Mr. John", ,0,0,368323,6.95, ,Q, , , ,0
1,1,0,"Flynn, Mr. John Irwin (""Irving"")",36,0,0,PC 17474,26.3875,E25,S,5, ,"Brooklyn, NY",0
3,0,0,"Foley, Mr. Joseph",26,0,0,330910,7.8792, ,Q, , ,"Ireland Chicago, IL",0
3,0,2,"Foley, Mr. William", ,0,0,365235,7.75, ,Q, , ,Ireland,0
3,1,2,"Foo, Mr. Choong", ,0,0,1601,56.4958, ,S,13, ,"Hong Kong New York, NY",0
3,0,1,"Ford, Miss. Doolina Margaret ""Daisy""",21,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",1
3,0,1,"Ford, Miss. Robina Maggie ""Ruby""",9,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",1
3,0,1,"Ford, Mr. Arthur", ,0,0,A/5 1478,8.05, ,S, , ,"Bridgwater, Somerset, England",0
3,0,1,"Ford, Mr. Edward Watson",18,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",0
3,0,1,"Ford, Mr. William Neal",16,1,3,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",0
3,0,1,"Ford, Mrs. Edward (Margaret Ann Watson)",48,1,3,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",1
1,0,0,"Foreman, Mr. Benjamin Laventall",30,0,0,113051,27.75,C111,C, , ,"New York, NY",0
1,1,2,"Fortune, Miss. Alice Elizabeth",24,3,2,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1
1,1,2,"Fortune, Miss. Ethel Flora",28,3,2,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1
1,1,2,"Fortune, Miss. Mabel Helen",23,3,2,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1
1,0,2,"Fortune, Mr. Charles Alexander",19,3,2,19950,263,C23 C25 C27,S, , ,"Winnipeg, MB",0
1,0,2,"Fortune, Mr. Mark",64,1,4,19950,263,C23 C25 C27,S, , ,"Winnipeg, MB",0
1,1,2,"Fortune, Mrs. Mark (Mary McDougald)",60,1,4,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1
3,0,2,"Fox, Mr. Patrick", ,0,0,368573,7.75, ,Q, , ,"Ireland New York, NY",0
2,0,0,"Fox, Mr. Stanley Hubert",36,0,0,229236,13, ,S, ,236,"Rochester, NY",0
1,1,1,"Francatelli, Miss. Laura Mabel",30,0,0,PC 17485,56.9292,E36,C,1, , ,1
3,0,1,"Franklin, Mr. Charles (Charles Fardon)", ,0,0,SOTON/O.Q. 3101314,7.25, ,S, , , ,0
1,0,1,"Franklin, Mr. Thomas Parham", ,0,0,113778,26.55,D34,S, , ,"Westcliff-on-Sea, Essex",0
1,1,0,"Frauenthal, Dr. Henry William",50,2,0,PC 17611,133.65, ,S,5, ,"New York, NY",0
1,1,0,"Frauenthal, Mr. Isaac Gerald",43,1,0,17765,27.7208,D40,C,5, ,"New York, NY",0
1,1,0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)", ,1,0,PC 17611,133.65, ,S,5, ,"New York, NY",1
1,1,2,"Frolicher-Stehli, Mr. Maxmillian",60,1,1,13567,79.2,B41,C,5, ,"Zurich, Switzerland",0
1,1,2,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",48,1,1,13567,79.2,B41,C,5, ,"Zurich, Switzerland",1
1,1,2,"Frolicher, Miss. Hedwig Margaritha",22,0,2,13568,49.5,B39,C,5, ,"Zurich, Switzerland",1
2,0,2,"Frost, Mr. Anthony Wood ""Archie""", ,0,0,239854,0, ,S, , ,Belfast,0
1,0,1,"Fry, Mr. Richard", ,0,0,112058,0,B102,S, , , ,0
2,0,2,"Funk, Miss. Annie Clemmer",38,0,0,237671,13, ,S, , ,"Janjgir, India / Pennsylvania",1
1,0,1,"Futrelle, Mr. Jacques Heath",37,1,0,113803,53.1,C123,S, , ,"Scituate, MA",0
1,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",35,1,0,113803,53.1,C123,S,D, ,"Scituate, MA",1
2,0,1,"Fynney, Mr. Joseph J",35,0,0,239865,26, ,S, ,322,"Liverpool / Montreal, PQ",0
2,0,1,"Gale, Mr. Harry",38,1,0,28664,21, ,S, , ,"Cornwall / Clear Creek, CO",0
2,0,1,"Gale, Mr. Shadrach",34,1,0,28664,21, ,S, , ,"Cornwall / Clear Creek, CO",0
3,0,2,"Gallagher, Mr. Martin",25,0,0,36864,7.7417, ,Q, , ,"New York, NY",0
3,0,1,"Garfirth, Mr. John", ,0,0,358585,14.5, ,S, , , ,0
2,1,2,"Garside, Miss. Ethel",34,0,0,243880,13, ,S,12, ,"Brooklyn, NY",1
2,0,1,"Gaskell, Mr. Alfred",16,0,0,239865,26, ,S, , ,"Liverpool / Montreal, PQ",0
2,0,2,"Gavey, Mr. Lawrence",26,0,0,31028,10.5, ,S, , ,"Guernsey / Elizabeth, NJ",0
1,0,1,"Gee, Mr. Arthur H",47,0,0,111320,38.5,E63,S, ,275,"St Anne's-on-Sea, Lancashire",0
1,1,2,"Geiger, Miss. Amalie",35,0,0,113503,211.5,C130,C,4, , ,1
3,0,2,"Gheorgheff, Mr. Stanio", ,0,0,349254,7.8958, ,C, , , ,0
1,1,0,"Gibson, Miss. Dorothy Winifred",22,0,1,112378,59.4, ,C,7, ,"New York, NY",1
1,1,0,"Gibson, Mrs. Leonard (Pauline C Boeson)",45,0,1,112378,59.4, ,C,7, ,"New York, NY",1
1,0,2,"Giglio, Mr. Victor",24,0,0,PC 17593,79.2,B86,C, , , ,0
2,0,1,"Gilbert, Mr. William",47,0,0,C.A. 30769,10.5, ,S, , ,Cornwall,0
2,0,1,"Giles, Mr. Edgar",21,1,0,28133,11.5, ,S, , ,"Cornwall / Camden, NJ",0
2,0,1,"Giles, Mr. Frederick Edward",21,1,0,28134,11.5, ,S, , ,"Cornwall / Camden, NJ",0
2,0,1,"Giles, Mr. Ralph",24,0,0,248726,13.5, ,S, ,297,"West Kensington, London",0
3,0,2,"Gilinski, Mr. Eliezer",22,0,0,14973,8.05, ,S, ,47, ,0
2,0,1,"Gill, Mr. John William",24,0,0,233866,13, ,S, ,155,"Clevedon, England",0
2,0,2,"Gillespie, Mr. William Henry",34,0,0,12233,13, ,S, , ,"Vancouver, BC",0
3,1,2,"Gilnagh, Miss. Katherine ""Katie""",16,0,0,35851,7.7333, ,Q,16, ,"Co Longford, Ireland New York, NY",1
2,0,2,"Givard, Mr. Hans Kristensen",30,0,0,250646,13, ,S, ,305, ,0
3,1,2,"Glynn, Miss. Mary Agatha", ,0,0,335677,7.75, ,Q,13, ,"Co Clare, Ireland Washington, DC",1
1,1,0,"Goldenberg, Mr. Samuel L",49,1,0,17453,89.1042,C92,C,5, ,"Paris, France / New York, NY",0
1,1,2,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)", ,1,0,17453,89.1042,C92,C,5, ,"Paris, France / New York, NY",1
1,0,0,"Goldschmidt, Mr. George B",71,0,0,PC 17754,34.6542,A5,C, , ,"New York, NY",0
3,1,1,"Goldsmith, Master. Frank John William ""Frankie""",9,0,2,363291,20.525, ,S,C D, ,"Strood, Kent, England Detroit, MI",0
3,0,1,"Goldsmith, Mr. Frank John",33,1,1,363291,20.525, ,S, , ,"Strood, Kent, England Detroit, MI",0
